City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,charters towers,-20.1,146.2667,19.18,73,6,4.26,AU,1667676732
366,halifax,44.6453,-63.5724,21.96,75,100,5.66,CA,1667676489
367,baft,29.234,56.6057,9.84,62,55,1.29,IR,1667676732
368,peniche,39.3558,-9.3811,14.14,89,9,2.67,PT,1667676733
369,la rioja,42.25,-2.5,5.88,48,100,2.36,ES,1667676586
370,karimganj,24.8667,92.35,20.22,89,0,1.38,IN,1667676733
371,anadyr,64.75,177.4833,2.28,93,100,15.0,RU,1667676734
372,pocatello,42.8713,-112.4455,7.95,77,100,12.86,US,1667676734
373,lasem,-6.6922,111.4527,25.97,86,100,1.42,ID,1667676734
374,bima,-8.4667,118.7167,25.18,92,100,1.52,ID,1667676735
375,hofn,64.2539,-15.2082,4.9,71,100,6.95,IS,1667676735
376,erenhot,43.6475,111.9767,1.24,31,99,1.2,CN,1667676735
377,yining,29.0361,114.5636,11.26,72,98,0.45,CN,1667676736
378,point pleasant,40.0832,-74.0682,27.19,70,20,4.63,US,1667676736
379,zaraza,9.3503,-65.3245,28.06,64,96,2.59,VE,1667676737
380,gossaigaon,26.4481,89.989,18.14,76,0,1.96,IN,1667676737
381,olafsvik,64.8945,-23.7142,4.89,62,100,5.03,IS,1667676737
382,pacific grove,36.6177,-121.9166,17.99,79,0,2.24,US,1667676481
383,manta,-0.95,-80.7333,25.88,57,20,6.17,EC,1667676738
384,marystown,47.1666,-55.1483,11.71,86,94,7.37,CA,1667676738
385,port hardy,50.6996,-127.4199,3.1,93,100,4.12,CA,1667676738
386,kapoeta,4.7717,33.5903,28.04,43,100,2.27,SS,1667676739
387,ratnagiri,16.9833,73.3,26.63,61,68,2.16,IN,1667676178
388,nanaimo,49.1663,-123.936,9.16,77,20,3.6,CA,1667676724
389,poronaysk,49.2167,143.1167,-1.97,69,64,6.12,RU,1667676739
390,sungaipenuh,-2.0833,101.3833,17.52,96,99,0.48,ID,1667676740
391,alice springs,-23.7,133.8833,11.75,40,0,0.0,AU,1667676687
392,mazagao,-0.115,-51.2894,29.03,79,98,0.92,BR,1667676740
393,praya,14.9215,-23.5087,27.3,57,0,6.69,CV,1667676741
394,grindavik,63.8424,-22.4338,5.97,65,0,4.63,IS,1667676741
395,porto novo,6.4965,2.6036,27.9,82,100,2.89,BJ,1667676741
396,torbay,47.6666,-52.7314,14.86,76,75,11.32,CA,1667676742
397,shitanjing,39.2342,106.3439,3.69,48,0,3.38,CN,1667676742
398,mananjary,-21.2167,48.3333,22.11,92,28,3.58,MG,1667676743
399,sinnamary,5.3833,-52.95,27.0,79,68,3.13,GF,1667676743
400,alugan,12.2188,125.4808,26.86,85,95,4.41,PH,1667676743
401,pangai,-19.8,-174.35,24.84,71,44,7.64,TO,1667676744
402,jumla,29.2747,82.1838,6.28,86,4,1.77,NP,1667676744
403,praia,14.9215,-23.5087,27.3,57,0,6.69,CV,1667676744
404,comodoro rivadavia,-45.8667,-67.5,17.92,55,0,3.09,AR,1667676634
405,santa rosa,14.3122,121.1114,25.99,95,82,2.27,PH,1667676610
406,tyup,42.7276,78.3648,5.34,73,100,1.01,KG,1667676745
407,lagunas,-5.2269,-75.6753,35.05,30,71,0.93,PE,1667676745
408,vila velha,-20.3297,-40.2925,23.97,63,0,8.23,BR,1667676746
409,santa catarina de tepehuanes,25.35,-105.7333,24.74,16,0,3.38,MX,1667676746
410,vanavara,60.34,102.2797,-9.33,96,84,2.75,RU,1667676747
411,fort nelson,58.8053,-122.7002,-12.23,79,100,2.57,CA,1667676622
412,la palma,33.8464,-118.0467,24.34,39,40,2.06,US,1667676747
413,chabahar,25.2919,60.643,26.28,72,100,2.88,IR,1667676747
414,gambo,4.6482,22.2633,20.87,98,48,0.67,CF,1667676748
415,ambilobe,-13.2,49.05,22.15,77,0,2.55,MG,1667676748
416,sola,-13.8833,167.55,24.37,94,70,0.0,VU,1667676749
417,saint-pierre,-21.3393,55.4781,25.87,78,0,2.06,RE,1667676749
418,puerto leguizamo,-0.1934,-74.7819,28.35,61,94,0.65,CO,1667676749
419,mount isa,-20.7333,139.5,23.87,38,3,3.09,AU,1667676750
420,aitape,-3.1374,142.3475,25.15,89,96,1.85,PG,1667676750
421,half moon bay,37.4636,-122.4286,19.38,84,75,2.57,US,1667676751
422,kalabo,-14.97,22.6814,20.41,86,99,1.76,ZM,1667676751
423,flinders,-34.5833,150.8552,14.1,84,5,1.79,AU,1667676751
424,waingapu,-9.6567,120.2641,26.75,76,100,1.41,ID,1667676752
425,ulladulla,-35.35,150.4667,14.81,79,33,1.89,AU,1667676752
426,zhireken,52.8249,117.3076,-13.46,97,32,0.82,RU,1667676752
427,san quintin,30.4833,-115.95,20.53,41,1,4.44,MX,1667676753
428,waitati,-45.75,170.5667,11.56,62,6,1.01,NZ,1667676753
429,katangli,51.7102,143.2326,-3.38,77,100,4.37,RU,1667676754
430,ngunguru,-35.6167,174.5,15.37,72,100,2.93,NZ,1667676754
431,macau,22.2006,113.5461,19.89,94,40,7.2,MO,1667676754
432,fallon,39.4735,-118.7774,15.25,36,100,2.06,US,1667676755
433,arecibo,18.4724,-66.7157,23.7,97,100,7.82,PR,1667676755
434,yumen,40.2833,97.2,3.07,32,100,3.81,CN,1667676755
435,naze,28.3667,129.4833,17.51,67,7,5.51,JP,1667676756
436,rocha,-34.4833,-54.3333,19.8,57,11,6.59,UY,1667676566
437,kupang,-10.1667,123.5833,26.61,82,45,3.08,ID,1667676756
438,harnosand,62.6323,17.9379,6.11,96,100,8.8,SE,1667676756
439,port blair,11.6667,92.75,26.43,72,42,3.33,IN,1667676757
440,imuris,30.7833,-110.8667,21.39,18,2,1.98,MX,1667676757
441,walvis bay,-22.9575,14.5053,16.53,88,100,2.06,NA,1667676757
442,bangolo,7.0069,-7.475,22.02,94,47,0.9,CI,1667676758
443,iracoubo,5.4802,-53.2011,27.4,76,67,3.27,GF,1667676758
444,shimoda,34.6667,138.95,12.28,68,100,5.69,JP,1667676759
445,mezen,65.8522,44.24,2.4,94,100,3.8,RU,1667676759
446,mama,58.3106,112.8986,-5.57,97,100,2.0,RU,1667676759
447,ahipara,-35.1667,173.1667,15.25,66,100,2.62,NZ,1667676760
448,sawakin,19.1059,37.3321,27.76,70,19,3.56,SD,1667676760
449,port keats,-14.25,129.55,28.09,76,50,2.22,AU,1667676760
450,codrington,-38.2667,141.9667,12.27,73,92,4.26,AU,1667676761
451,rincon,32.296,-81.2354,27.75,61,75,5.66,US,1667676398
452,pandan niog,6.2282,120.5631,28.52,73,97,2.25,PH,1667676761
453,marfino,55.7028,37.3822,1.08,80,100,2.0,RU,1667676761
454,mosetse,-20.75,26.65,25.67,43,94,2.77,BW,1667676762
455,tiarei,-17.5333,-149.3333,24.01,93,100,8.31,PF,1667676762
456,tuatapere,-46.1333,167.6833,9.42,62,16,1.57,NZ,1667676762
457,sibolga,1.7427,98.7792,23.75,88,100,1.15,ID,1667676763
458,sokoni,-6.4333,39.55,24.92,81,86,6.38,TZ,1667676763
459,cumpas,29.9833,-109.7833,21.46,18,0,1.21,MX,1667676764
460,nome,64.5011,-165.4064,-13.96,85,0,0.0,US,1667676499
461,tengzhou,35.0771,117.1518,8.26,51,51,2.63,CN,1667676764
462,kant,27.8,79.8,21.3,60,3,2.05,IN,1667676765
463,guerrero negro,27.9769,-114.0611,22.38,33,0,5.15,MX,1667676765
464,sioux lookout,50.1001,-91.917,1.04,69,20,3.6,CA,1667676765
465,lorengau,-2.0226,147.2712,27.22,77,32,0.85,PG,1667676766
466,sabha,27.0377,14.4283,20.25,31,2,3.14,LY,1667676766
467,sainte-marie,-20.8968,55.5496,26.14,84,40,3.6,RE,1667676767
468,bilibino,68.0546,166.4372,-6.02,86,100,4.04,RU,1667676767
469,adrar,20.5022,-10.0711,25.74,10,0,3.25,MR,1667676767
470,payo,-3.7508,103.6372,22.4,98,100,0.82,ID,1667676768
471,killarney,52.05,-9.5167,8.83,95,25,2.9,IE,1667676768
472,grand forks,47.9417,-97.4337,5.99,42,20,7.2,US,1667676659
473,mastic beach,40.7668,-72.8521,23.42,84,75,5.14,US,1667676769
474,forbes,-33.3833,148.0167,9.08,82,100,2.19,AU,1667676769
475,tabou,4.423,-7.3528,25.74,84,85,2.69,CI,1667676769
476,jati,24.3539,68.2671,25.18,64,100,4.01,PK,1667676770
477,altukhovo,52.67,34.36,-1.02,87,20,1.48,RU,1667676770
478,kralendijk,12.15,-68.2667,25.99,89,75,5.14,BQ,1667676657
479,korla,41.7597,86.1469,8.94,36,92,1.74,CN,1667676771
480,saint-augustin,51.226,-58.6502,11.47,75,100,5.07,CA,1667676771
481,edd,13.9297,41.6925,28.46,69,0,6.69,ER,1667676771
482,constitucion,-35.3333,-72.4167,15.82,64,89,5.1,CL,1667676772
483,lipin bor,60.2622,37.9763,-1.32,90,47,2.95,RU,1667676772
484,akdepe,42.0551,59.3788,8.05,52,100,4.96,TM,1667676773
485,mount gambier,-37.8333,140.7667,11.15,72,100,2.14,AU,1667676773
486,hualmay,-11.0964,-77.6139,19.8,69,67,4.76,PE,1667676773
487,la serena,-29.9078,-71.2542,16.74,67,46,2.63,CL,1667676774
488,beira,-19.8436,34.8389,26.05,89,20,3.6,MZ,1667676774
489,namatanai,-3.6667,152.4333,26.43,81,100,1.44,PG,1667676774
490,paamiut,61.994,-49.6678,-0.71,97,100,5.8,GL,1667676775
491,thinadhoo,0.5333,72.9333,27.07,78,66,5.38,MV,1667676775
492,kremze,48.905,14.3057,7.95,93,10,1.26,CZ,1667676616
493,de aar,-30.6497,24.0123,21.1,44,79,6.84,ZA,1667676775
494,greencastle,39.6445,-86.8647,19.65,77,100,11.32,US,1667676776
495,caluquembe,-13.7833,14.6833,15.59,69,97,0.91,AO,1667676776
496,port elizabeth,-33.918,25.5701,20.61,88,0,2.06,ZA,1667676776
497,ostersund,63.1792,14.6357,5.25,100,100,6.17,SE,1667676777
498,lisieux,49.1667,0.1667,11.85,86,100,6.04,FR,1667676777
499,sancti spiritus,21.9297,-79.4425,25.92,67,95,2.88,CU,1667676778
500,uglich,57.5275,38.3317,0.42,81,97,0.99,RU,1667676778
501,sturgeon falls,46.3646,-79.9326,19.94,64,100,7.68,CA,1667676778
502,poopo,-18.3667,-66.9667,20.43,5,0,4.54,BO,1667676779
503,northam,51.0333,-4.2167,9.58,88,0,3.03,GB,1667676779
504,bela,25.9333,81.9833,21.36,58,4,2.19,IN,1667676779
505,linqiong,30.4159,103.4609,15.9,81,91,0.59,CN,1667676780
506,bani,18.2833,-70.3333,28.69,72,23,4.86,DO,1667676780
507,jiazi,22.8779,116.067,19.75,78,100,5.59,CN,1667676780
508,viedma,-40.8135,-62.9967,29.19,22,100,8.9,AR,1667676781
509,srivardhan,18.0333,73.0167,24.33,59,14,2.62,IN,1667676781
510,asyut,27.181,31.1837,20.1,38,100,3.45,EG,1667676781
511,gat,31.61,34.7642,20.78,72,0,1.65,IL,1667676601
512,ruston,32.5232,-92.6379,19.21,55,0,0.0,US,1667676782
513,guayabal,5.031,-74.8868,28.67,72,83,1.15,CO,1667676783
514,tevaitoa,-16.7833,-151.5,24.36,93,100,14.22,PF,1667676783
515,puri,19.8,85.85,24.29,64,0,1.33,IN,1667676783
516,xichang,27.8964,102.2634,10.18,90,0,0.36,CN,1667676784
517,nioro,13.35,-15.75,27.76,27,100,1.04,GM,1667676784
518,abu kamal,34.4506,40.9171,19.54,31,4,2.21,SY,1667676785
519,koslan,63.4564,48.8989,0.68,98,100,3.16,RU,1667676785
520,veinticinco de mayo,-35.4323,-60.1727,26.1,30,8,3.13,AR,1667676785
521,buldana,20.5333,76.1833,19.98,52,0,2.32,IN,1667676786
522,jacqueville,5.2052,-4.4146,26.62,83,99,4.39,CI,1667676786
523,pemberton,50.3164,-122.8027,3.83,75,85,1.72,CA,1667676787
524,mimongo,-1.6195,11.6068,21.17,97,100,0.92,GA,1667676787
525,ridgecrest,35.6225,-117.6709,17.99,24,0,0.89,US,1667676787
526,ketchikan,55.3422,-131.6461,2.26,93,40,0.0,US,1667676788
527,baruun-urt,46.6806,113.2792,-3.58,42,97,1.95,MN,1667676788
528,ulagan,50.6321,87.9563,-5.02,83,52,1.22,RU,1667676789
529,mehamn,71.0357,27.8492,3.95,87,100,4.63,NO,1667676789
530,pringsewu,-5.3582,104.9744,22.71,97,100,1.54,ID,1667676790
531,salisbury,51.0693,-1.7957,14.27,97,100,5.14,GB,1667676598
532,neringa,55.3719,21.0647,11.22,81,100,4.33,LT,1667676790
533,dandong,40.1292,124.3947,2.33,68,0,1.59,CN,1667676791
534,atar,20.5169,-13.0499,26.2,11,0,3.1,MR,1667676791
535,bafq,31.6128,55.4107,17.72,38,11,2.66,IR,1667676792
536,keti bandar,24.1447,67.4497,26.66,65,100,4.01,PK,1667676792
537,acari,-15.4311,-74.6158,24.26,49,0,4.53,PE,1667676793
538,aykhal,66.0,111.5,-18.72,100,100,1.59,RU,1667676793
539,sri aman,1.2376,111.4621,23.03,100,100,0.0,MY,1667676794
540,puerto ayacucho,5.6639,-67.6236,29.05,64,96,2.32,VE,1667676794
541,benavente,42.0025,-5.6783,10.92,57,49,0.45,ES,1667676795
542,belaya gora,68.5333,146.4167,-20.33,99,100,2.51,RU,1667676795
543,trairi,-3.2778,-39.2689,28.3,68,78,6.17,BR,1667676497
544,san cristobal,7.7669,-72.225,25.1,78,100,1.86,VE,1667676795
545,manhattan,40.7834,-73.9662,26.03,66,75,7.2,US,1667676796
546,somerset,40.5668,-74.5496,27.3,54,75,5.14,US,1667676533
547,puerto madero,14.7208,-92.4215,31.11,79,40,5.14,MX,1667676796
548,atlantic city,39.3643,-74.4229,25.57,73,0,4.63,US,1667676733
549,la tuque,47.4334,-72.7824,20.14,52,100,4.12,CA,1667676750
550,iturama,-19.7281,-50.1956,28.18,29,17,1.07,BR,1667676797
551,nong phai,15.9903,101.0618,19.99,79,42,2.08,TH,1667676797
552,kuzhenkino,57.7611,33.9508,-1.91,94,35,2.37,RU,1667676798
553,san rafael,-34.6177,-68.3301,30.3,14,83,6.3,AR,1667676640
554,sao filipe,14.8961,-24.4956,26.56,65,100,3.05,CV,1667676798
555,general roca,-39.0333,-67.5833,34.79,11,81,7.03,AR,1667676799
